calm	greet	6	Shadows quiet. You came.
calm	greet	6	From the rooftop, I saw you.
calm	greet	6	Hush. Sit. Welcome.
calm	greet	6	Watch the door. Then sit.
calm	greet	6	Silent as the wind, hello.
calm	greet	6	The eaves are clear. Come in.
calm	greet	6	Quiet hour. Glad you found me.
calm	greet	6	From the shadows, hello.
calm	greet	6	The mark is loose. Sit.
calm	greet	6	Late. Good. Take the perch.
calm	greet	6	The blade is sheathed. Welcome.
calm	greet	6	Patient steps brought you here.
calm	greet	6	Smoke is settled. Sit.
calm	greet	6	The moon walks slow. You too.
calm	greet	6	Hush. The rooftops are clear.
calm	greet	6	Wind brought you in.
calm	greet	6	Quiet road, I see. Welcome.
calm	greet	6	The dust says you crossed it.
calm	greet	6	Rooftop is empty. Come up.
calm	greet	6	From the perch, I marked you early.
calm	greet	6	Silent night. Glad you came.
calm	greet	6	The blade rests. Sit close.
calm	greet	6	Watch your step on the tiles.
calm	greet	6	Hush, friend. The roofs are still.
calm	greet	6	Even the moon is quiet.
calm	greet	6	The wind told me first.
calm	greet	6	Found a still corner. Yours.
calm	greet	6	Smoke is low. Welcome.
calm	greet	6	Patient as the eaves. Hello.
calm	greet	6	Glad you walked light.
calm	greet	6	Shadows leaned your way.
calm	greet	6	Late, but sure. Good.
calm	greet	6	The signal said clear. Come.
calm	greet	6	Hush. Take the dark side.
calm	greet	6	The watch is mine. Sit.
calm	greet	6	From above, hello.
calm	greet	6	The roof tile creaked, then you.
calm	greet	6	Quiet hands. Quiet face. Welcome.
calm	greet	6	Walked silent. Good.
calm	greet	6	Shadows kept you. Come closer.
calm	farewell	6	Off. The rooftops call.
calm	farewell	6	Going dark. Catch you later.
calm	farewell	6	To the shadows. Be well.
calm	farewell	6	Wind is right. I move.
calm	farewell	6	The perch waits. Later.
calm	farewell	6	Quiet steps. Until then.
calm	farewell	6	From here, I vanish. Bye.
calm	farewell	6	Sliding off the roof. Later.
calm	farewell	6	Smoke up. See you.
calm	farewell	6	Take the back path. I will.
calm	farewell	6	Stay quiet. I am gone.
calm	farewell	6	Off to the eaves. Later.
calm	farewell	6	Walk light. I will too.
calm	farewell	6	The moon is up. Going.
calm	farewell	6	Hush. I leave.
calm	farewell	6	From the shadows, farewell.
calm	farewell	6	The blade goes back to its sheath.
calm	farewell	6	Patient steps until next.
calm	farewell	6	Until the signal. Bye.
calm	farewell	6	Rooftop bound. Take care.
calm	farewell	6	Off into the wind.
calm	farewell	6	Going still. See you.
calm	farewell	6	The mark is set. I move.
calm	farewell	6	Slipping out. Stay sharp.
calm	farewell	6	Bye. Walk soft.
calm	farewell	6	Going to the dark side of the roof.
calm	farewell	6	Off, silent. Later.
calm	farewell	6	The smoke is mine. Bye.
calm	farewell	6	Be patient. I will return.
calm	farewell	6	Late hour calls. Off.
calm	farewell	6	The shadows pull. Going.
calm	farewell	6	Until next watch. Bye.
calm	farewell	6	Off, quietly. Be steady.
calm	farewell	6	Going to the perch. Later.
calm	farewell	6	Walk well. I vanish.
calm	farewell	6	Off, quick and quiet.
calm	farewell	6	The wind opens. Bye.
calm	farewell	6	To the rooftops. Later.
calm	farewell	6	Going. Keep low.
calm	farewell	6	Slipping into the dark. Bye.
calm	chatter	6	The rooftops are warm tonight.
calm	chatter	6	Wind is light. Easy walk.
calm	chatter	6	The smoke pots are full.
calm	chatter	6	Quiet is its own gift.
calm	chatter	6	The blade is sharp enough.
calm	chatter	6	The moon is patient tonight.
calm	chatter	6	Slow night for marks.
calm	chatter	6	The eaves smell of rain.
calm	chatter	6	The dust holds my prints.
calm	chatter	6	Soft tiles. Soft steps.
calm	chatter	6	Good night to watch nothing.
calm	chatter	6	The shadows are honest tonight.
calm	chatter	6	The wind stays west.
calm	chatter	6	The perch is mine again.
calm	chatter	6	The smoke clears clean.
calm	chatter	6	Patient hands keep their edge.
calm	chatter	6	The streets are sleeping.
calm	chatter	6	The blade likes a slow night.
calm	chatter	6	The mark moved early. Easy.
calm	chatter	6	Rooftops dry well in this wind.
calm	chatter	6	The signal is plain.
calm	chatter	6	Even the dogs are quiet.
calm	chatter	6	Soft moon, soft work.
calm	chatter	6	The watch is gentle today.
calm	chatter	6	The smoke pouch is fresh.
calm	chatter	6	The dark holds without me.
calm	chatter	6	Wind tastes of cold stone.
calm	chatter	6	The perch creaks a little.
calm	chatter	6	The blade slept well.
calm	chatter	6	Quiet rooms keep my peace.
calm	chatter	6	The signal is steady.
calm	chatter	6	The rooftop is empty for once.
calm	chatter	6	My breath stays low.
calm	chatter	6	Patient nights are best.
calm	chatter	6	The shadows share the eaves.
calm	chatter	6	Smoke climbs straight tonight.
calm	chatter	6	The wind hides my step.
calm	chatter	6	Still water. Still mind.
calm	chatter	6	The mark walks home. Done.
calm	chatter	6	The dust settles quiet.
calm	ask	6	Is the roof clear?
calm	ask	6	Did the wind shift?
calm	ask	6	Watch is quiet?
calm	ask	6	Mark in sight?
calm	ask	6	Did you take the back lane?
calm	ask	6	The signal still good?
calm	ask	6	Anyone on the eaves?
calm	ask	6	Is the smoke ready?
calm	ask	6	Is the blade sharp?
calm	ask	6	Did you walk soft?
calm	ask	6	Moon still high?
calm	ask	6	Dust on your boots?
calm	ask	6	Is the perch open?
calm	ask	6	Did the mark move?
calm	ask	6	Quiet on your side?
calm	ask	6	Wind from the west still?
calm	ask	6	The rooftop dry?
calm	ask	6	You spot the patrol?
calm	ask	6	Did the dogs hear?
calm	ask	6	The smoke pouch full?
calm	ask	6	Did the door creak?
calm	ask	6	Is the alley clean?
calm	ask	6	Anyone watching the eaves?
calm	ask	6	The signal sound right?
calm	ask	6	Did you keep low?
calm	ask	6	The blade still where I left it?
calm	ask	6	Mark walking yet?
calm	ask	6	Did the wind cover you?
calm	ask	6	Roof tiles loose?
calm	ask	6	The shadow long enough?
calm	ask	6	Did the candle stay lit?
calm	ask	6	Did the lock hold?
calm	ask	6	The mark alone?
calm	ask	6	Quiet at the gate?
calm	ask	6	Did the watch pass?
calm	ask	6	Is the wind keeping?
calm	ask	6	Did the smoke clear?
calm	ask	6	Is the mark steady?
calm	ask	6	The perch still safe?
calm	ask	6	Did the signal come twice?
calm	answer	6	Yes. The roof is clear.
calm	answer	6	No. The wind turned.
calm	answer	6	Maybe. The mark slowed.
calm	answer	6	Yes. The signal held.
calm	answer	6	No. The smoke was off.
calm	answer	6	Right. The blade is set.
calm	answer	6	Yes. Walked soft.
calm	answer	6	No. Patrol came early.
calm	answer	6	Mostly. Quiet enough.
calm	answer	6	Yes. The eaves were empty.
calm	answer	6	No. The mark turned south.
calm	answer	6	Yes. Wind covered me.
calm	answer	6	Right. The perch is open.
calm	answer	6	Yes. Saw two, lost three.
calm	answer	6	No. The dogs did not hear.
calm	answer	6	Yes. The smoke is fresh.
calm	answer	6	No. The blade stayed sheathed.
calm	answer	6	Yes. The dust is light.
calm	answer	6	Right. The watch is two.
calm	answer	6	Yes. The signal came twice.
calm	answer	6	No. The lock held.
calm	answer	6	Yes. The roof carried me.
calm	answer	6	No. The mark stayed home.
calm	answer	6	Right. The wind is steady.
calm	answer	6	Yes. Door did not creak.
calm	answer	6	No. Patrol passed wide.
calm	answer	6	Yes. The shadow held.
calm	answer	6	No. The smoke pouch is dry.
calm	answer	6	Right. The mark walked north.
calm	answer	6	Yes. The eaves kept me.
calm	answer	6	No. Heard nothing strange.
calm	answer	6	Yes. The moon was kind.
calm	answer	6	Right. The blade is keen.
calm	answer	6	Yes. The signal was plain.
calm	answer	6	No. The patrol missed me.
calm	answer	6	Yes. The perch is mine.
calm	answer	6	No. The wind dropped early.
calm	answer	6	Right. Mark sleeps now.
calm	answer	6	Yes. Quiet all the way.
calm	answer	6	No. The dust did not lift.
calm	refuse	6	No. Not from the roof tonight.
calm	refuse	6	Not now. The wind is wrong.
calm	refuse	6	No. The mark is too clean.
calm	refuse	6	Not this one. Too lit.
calm	refuse	6	No. The eaves are watched.
calm	refuse	6	Not yet. The signal lags.
calm	refuse	6	No. Smoke would show.
calm	refuse	6	Not tonight. The moon is full.
calm	refuse	6	No. The blade rests.
calm	refuse	6	Not from above. Not safe.
calm	refuse	6	No. The patrol doubled.
calm	refuse	6	Not there. The tiles loosen.
calm	refuse	6	No. The dust would mark me.
calm	refuse	6	Not now. The dogs are out.
calm	refuse	6	No. The perch is taken.
calm	refuse	6	Not yet. Wind too thin.
calm	refuse	6	No. The signal said no.
calm	refuse	6	Not the alley. Lit lamps.
calm	refuse	6	No. The shadow is too short.
calm	refuse	6	Not now. The street is awake.
calm	refuse	6	No. The mark moved early.
calm	refuse	6	Not from here. Too open.
calm	refuse	6	No. The smoke would catch.
calm	refuse	6	Not yet. The watch is fresh.
calm	refuse	6	No. Bad angle.
calm	refuse	6	Not tonight. Wrong moon.
calm	refuse	6	No. The roof is wet.
calm	refuse	6	Not that one. He looks up.
calm	refuse	6	No. The blade is for later.
calm	refuse	6	Not from the eaves. Too narrow.
calm	refuse	6	No. The signal never came.
calm	refuse	6	Not now. The wind drops late.
calm	refuse	6	No. Lock is too new.
calm	refuse	6	Not from above. Drop is bad.
calm	refuse	6	No. The smoke would settle wrong.
calm	refuse	6	Not yet. The mark waits.
calm	refuse	6	No. The dust is loud.
calm	refuse	6	Not the gate. Two guards.
calm	refuse	6	No. The watch is doubled.
calm	refuse	6	Not me. Not tonight.
calm	agree	6	Yes. The roof is good.
calm	agree	6	Right. The signal is clean.
calm	agree	6	Agreed. Quiet works.
calm	agree	6	Yes. Take the eaves.
calm	agree	6	Sure. The wind covers us.
calm	agree	6	Yes. Patient is best.
calm	agree	6	Right. The blade can wait.
calm	agree	6	Agreed. The smoke goes first.
calm	agree	6	Yes. The perch is set.
calm	agree	6	Sure. From the shadow side.
calm	agree	6	Yes. Mark him from above.
calm	agree	6	Right. Soft steps win.
calm	agree	6	Agreed. The moon helps.
calm	agree	6	Yes. The wind is with us.
calm	agree	6	Sure. Drop from the eaves.
calm	agree	6	Yes. Hold the watch.
calm	agree	6	Right. The signal is set.
calm	agree	6	Agreed. We move on three.
calm	agree	6	Yes. Smoke at the door.
calm	agree	6	Sure. The roof carries.
calm	agree	6	Yes. Take the back lane.
calm	agree	6	Right. The dust will hide us.
calm	agree	6	Agreed. The blade comes last.
calm	agree	6	Yes. The mark is yours.
calm	agree	6	Sure. I have the perch.
calm	agree	6	Yes. Wait for the wind.
calm	agree	6	Right. The smoke pouch is full.
calm	agree	6	Agreed. Quiet first, fast after.
calm	agree	6	Yes. Drop on signal.
calm	agree	6	Sure. The shadow is long enough.
calm	agree	6	Yes. From the eaves.
calm	agree	6	Right. The watch will pass.
calm	agree	6	Agreed. The moon will help.
calm	agree	6	Yes. Take the rooftop way.
calm	agree	6	Sure. The wind is honest.
calm	agree	6	Yes. Hush and go.
calm	agree	6	Right. Mark, then move.
calm	agree	6	Agreed. Patient wins.
calm	agree	6	Yes. The signal at three.
calm	agree	6	Sure. The blade goes silent.
calm	warn	6	Watch the loose tile by the eave.
calm	warn	6	Mind the dog at the gate.
calm	warn	6	Keep low at the wall.
calm	warn	6	Watch the lit window.
calm	warn	6	Move soft past the door.
calm	warn	6	Hold the blade close.
calm	warn	6	Watch the smoke. It carries.
calm	warn	6	Mind the wind on the roof.
calm	warn	6	Stay clear of the dust.
calm	warn	6	Watch the patrol. It doubles.
calm	warn	6	Mind the loose stone.
calm	warn	6	Keep to the shadow side.
calm	warn	6	Watch the eaves at the corner.
calm	warn	6	Move with the wind, not against.
calm	warn	6	Hold the smoke pouch dry.
calm	warn	6	Watch the moon. It shows you.
calm	warn	6	Mind the perch. The wood gives.
calm	warn	6	Stay below the lantern.
calm	warn	6	Watch the mark twice.
calm	warn	6	Move only on the signal.
calm	warn	6	Keep your blade clean.
calm	warn	6	Watch the cat. It tells.
calm	warn	6	Mind the door. It sticks loud.
calm	warn	6	Stay off the wet tile.
calm	warn	6	Watch the candle. It draws eyes.
calm	warn	6	Move past the dust gently.
calm	warn	6	Hold the roof line.
calm	warn	6	Watch the second guard.
calm	warn	6	Mind the loose ladder.
calm	warn	6	Keep the wind at your back.
calm	warn	6	Watch the rope. It frays.
calm	warn	6	Move through the shadow.
calm	warn	6	Hold your breath at the lock.
calm	warn	6	Watch the open shutter.
calm	warn	6	Mind the bell on the gate.
calm	warn	6	Stay off the gravel.
calm	warn	6	Watch the steps. They creak.
calm	warn	6	Move slow on the tiles.
calm	warn	6	Hold the signal until clear.
calm	warn	6	Watch the lamp by the door.
tense	greet	6	You came. Mark left. Watch.
tense	greet	6	Down. Behind the cart.
tense	greet	6	Quick. The eaves are watched.
tense	greet	6	Move. Patrol incoming.
tense	greet	6	Sit low. They are close.
tense	greet	6	Hush. Two on the roof.
tense	greet	6	Quick, in. The street woke.
tense	greet	6	Eyes up. They are coming.
tense	greet	6	From the shadow. Stay there.
tense	greet	6	Drop. Hold the blade ready.
tense	greet	6	Move. The dogs are loud.
tense	greet	6	Get down. Patrol is two streets.
tense	greet	6	Quiet. They moved early.
tense	greet	6	In, fast. The mark turned.
tense	greet	6	Behind me. Stay low.
tense	greet	6	Hush. The watch tripled.
tense	greet	6	Quick steps. Trouble at the gate.
tense	greet	6	Down. Wait. They pass in three.
tense	greet	6	Move. The wind betrayed me.
tense	greet	6	Eyes ahead. The guards split.
tense	greet	6	Quick. The smoke is gone.
tense	greet	6	Behind the wall. Now.
tense	greet	6	Cover the door. They are coming.
tense	greet	6	Move. The mark spotted me.
tense	greet	6	Down low. Shadows are thin.
tense	greet	6	Quick. The blade is needed.
tense	greet	6	Hold the perch. Enemy below.
tense	greet	6	Drop. Roll. Stay flat.
tense	greet	6	Quiet. The roof creaks now.
tense	greet	6	In. The patrol is on us.
tense	greet	6	Move past the lantern. Fast.
tense	greet	6	Behind the chimney. Hold.
tense	greet	6	Quick. The dogs caught a scent.
tense	greet	6	Hush. Listen for boots.
tense	greet	6	Move. They closed the lane.
tense	greet	6	Down. Hold. They walk by.
tense	greet	6	Quick. The signal failed.
tense	greet	6	Behind. Watch the eaves.
tense	greet	6	Move now. The wind dropped.
tense	greet	6	Hush. Eyes on the roof.
tense	farewell	6	Go. The mark is moving.
tense	farewell	6	Run the eaves. Hurry.
tense	farewell	6	Move. I cover the door.
tense	farewell	6	Go low. Trouble is close.
tense	farewell	6	Off. The patrol is on us.
tense	farewell	6	Go quick. The roof is loud.
tense	farewell	6	Move. The smoke will hide you.
tense	farewell	6	Run. The dogs are out.
tense	farewell	6	Go. The blade is mine now.
tense	farewell	6	Move. They split. Take the right.
tense	farewell	6	Off. The wind is wrong, hurry.
tense	farewell	6	Go fast. The eaves are watched.
tense	farewell	6	Run flat. Stay below the wall.
tense	farewell	6	Move. The mark turned my way.
tense	farewell	6	Off the roof. They saw smoke.
tense	farewell	6	Go. I draw them west.
tense	farewell	6	Run. The signal is broken.
tense	farewell	6	Move. The shadow is shrinking.
tense	farewell	6	Off. Hide in the alley.
tense	farewell	6	Go. They are three on the roof.
tense	farewell	6	Run. Keep the wind at back.
tense	farewell	6	Move quick. The watch is awake.
tense	farewell	6	Off. I take the bait.
tense	farewell	6	Go. The lantern lit too soon.
tense	farewell	6	Run the back wall. Now.
tense	farewell	6	Move. They cut the lane.
tense	farewell	6	Off the perch. Drop hard.
tense	farewell	6	Go. The mark calls help.
tense	farewell	6	Run. The smoke is thinning.
tense	farewell	6	Move. Eyes ahead. Not back.
tense	farewell	6	Off. Stay below the roof line.
tense	farewell	6	Go. The blade is loose tonight.
tense	farewell	6	Run. Keep low past the gate.
tense	farewell	6	Move. The patrol turned.
tense	farewell	6	Off, go. The dogs picked me.
tense	farewell	6	Go. Stay in the shadow line.
tense	farewell	6	Run. The wind tells.
tense	farewell	6	Move. The street is full.
tense	farewell	6	Off. Mark is bringing more.
tense	farewell	6	Go. The roof is mine to draw.
tense	chatter	6	The wind dropped. Bad.
tense	chatter	6	The eaves are crowded.
tense	chatter	6	The mark is awake.
tense	chatter	6	The patrol just doubled.
tense	chatter	6	Smoke pouch is wet.
tense	chatter	6	The blade caught a glint.
tense	chatter	6	The dogs are not done.
tense	chatter	6	The roof tile slid loud.
tense	chatter	6	The shadow is too thin.
tense	chatter	6	The signal came late.
tense	chatter	6	They moved the lantern out.
tense	chatter	6	The lock is new and slow.
tense	chatter	6	The mark looks up too much.
tense	chatter	6	The watch keeps splitting.
tense	chatter	6	The street is awake early.
tense	chatter	6	The wind tastes of trouble.
tense	chatter	6	The smoke went the wrong way.
tense	chatter	6	The eaves creak under me.
tense	chatter	6	The dust holds my prints now.
tense	chatter	6	Two on the rooftop now.
tense	chatter	6	The blade is heavy tonight.
tense	chatter	6	The mark hired a guard.
tense	chatter	6	The signal is jammed.
tense	chatter	6	The shadow keeps shrinking.
tense	chatter	6	The lantern shows too much.
tense	chatter	6	The roof is full of eyes.
tense	chatter	6	The dogs sniff the wall.
tense	chatter	6	The wind is loud, not soft.
tense	chatter	6	The patrol cut the route.
tense	chatter	6	The mark called for steel.
tense	chatter	6	The smoke caught a breeze.
tense	chatter	6	The perch is wet and loud.
tense	chatter	6	The blade is asking for use.
tense	chatter	6	The eaves shake too easy.
tense	chatter	6	The signal post is watched.
tense	chatter	6	The watch tripled at the gate.
tense	chatter	6	The shadow above me bent.
tense	chatter	6	The wind keeps shifting.
tense	chatter	6	The smoke pot popped early.
tense	chatter	6	The mark heard a step.
tense	ask	6	Where is the watch?
tense	ask	6	How many on the roof?
tense	ask	6	Did the mark turn back?
tense	ask	6	Is the eave clear?
tense	ask	6	Did the patrol split?
tense	ask	6	Where is the smoke?
tense	ask	6	Did the signal hold?
tense	ask	6	Are the dogs loose?
tense	ask	6	Did the wind drop?
tense	ask	6	How close are they?
tense	ask	6	Is the alley cut?
tense	ask	6	Did the lantern catch us?
tense	ask	6	How fast are they moving?
tense	ask	6	Did the blade stick?
tense	ask	6	Is the perch holding?
tense	ask	6	Did the door creak loud?
tense	ask	6	Where did the second guard go?
tense	ask	6	Did the mark hear that?
tense	ask	6	Is the rooftop watched?
tense	ask	6	Did the smoke clear in time?
tense	ask	6	How many around the corner?
tense	ask	6	Did the dust lift?
tense	ask	6	Is the wind at our back?
tense	ask	6	Did the lock break?
tense	ask	6	Are they moving now?
tense	ask	6	Did the roof tile fall?
tense	ask	6	Is the shadow long enough?
tense	ask	6	Did the cat run?
tense	ask	6	How wide is the gap?
tense	ask	6	Did they call for more?
tense	ask	6	Is the gate open?
tense	ask	6	Did the blade catch light?
tense	ask	6	Are the eaves safe?
tense	ask	6	Did you mark the second one?
tense	ask	6	Is the route still clean?
tense	ask	6	Did the patrol pass yet?
tense	ask	6	Are they coming up the wall?
tense	ask	6	Did the dog smell us?
tense	ask	6	Is the signal still warm?
tense	ask	6	Did the mark see your shadow?
tense	answer	6	Yes. Three on the roof.
tense	answer	6	No. The signal failed.
tense	answer	6	Two left, one right.
tense	answer	6	Yes. The mark turned.
tense	answer	6	No. The eaves are blocked.
tense	answer	6	Mark is awake. Hurry.
